id,document_identifier,wbm_url,content,created
EN2603252,https://edmonton.ctvnews.ca/high-level-evacuation-order-could-last-until-tuesday-1.4437460,http://web.archive.org/web/20190526005017id_/https://edmonton.ctvnews.ca/high-level-evacuation-order-could-last-until-tuesday-1.4437460,,2019-05-26
EN2816726,https://www.basingstokegazette.co.uk/news/national/17935235.woman-child-killed-migrants-set-fires-greek-camp/,http://web.archive.org/web/20191001222217id_/https://www.basingstokegazette.co.uk/news/national/17935235.woman-child-killed-migrants-set-fires-greek-camp/,,2019-09-29
EN2582991,http://peoplesreview.com.np/nepal-becoming-safe-shelter-for-illegal-refugees/,http://web.archive.org/web/20190511060037id_/http://peoplesreview.com.np/nepal-becoming-safe-shelter-for-illegal-refugees/,,2019-05-11
EN2437943,https://www.reddeeradvocate.com/opinion/street-tales-theres-a-reason-were-all-talking-about-immigration/,http://web.archive.org/web/20190202122732id_/https://www.reddeeradvocate.com/opinion/street-tales-theres-a-reason-were-all-talking-about-immigration/,,2019-02-02
EN2850772,http://www.courant.com/nation-world/ct-nw-trump-syria-congress-20191016-pzl6cwup6zad7ayeojixmfbl4q-story.html,,"Unfortunately, our website is currently unavailable in most European countries. We are engaged on the issue and committed to looking at options that support our full range of digital offerings to the EU market. We continue to identify technical compliance solutions that will provide all readers with our award-winning journalism.",2019-10-17
EN2622319,http://www.bssnews.net/?p=222766,http://web.archive.org/web/20190609005557id_/http://www.bssnews.net/?p=222766,,2019-06-07
EN2520834,https://www.theburningplatform.com/2019/04/01/biblical-anxieties/,http://web.archive.org/web/20190401155830id_/https://www.theburningplatform.com/2019/04/01/biblical-anxieties/,,2019-04-01
EN2799307,https://www.newsday.co.zw/2019/09/76-zim-xenophobia-victims-back-home/,http://web.archive.org/web/20190918040539id_/https://www.newsday.co.zw/2019/09/76-zim-xenophobia-victims-back-home/,,2019-09-17
EN2856101,https://en.trend.az/world/other/3135953.html,http://web.archive.org/web/20191021001016id_/https://en.trend.az/world/other/3135953.html,,2019-10-19
EN2739371,https://www.princegeorgecitizen.com/in-the-news-today-aug-15-1.23916174,http://web.archive.org/web/20190815111952id_/https://www.princegeorgecitizen.com/in-the-news-today-aug-15-1.23916174,,2019-08-21
EN2780570,https://vdare.com/posts/jeff-sessions-speaks-to-largest-class-of-immigration-judges-in-history-the-american-people-have-spoken,http://web.archive.org/web/20190909063424id_/https://vdare.com/posts/jeff-sessions-speaks-to-largest-class-of-immigration-judges-in-history-the-american-people-have-spoken,,2019-09-06
EN2579686,https://www.middleeastmonitor.com/20190509-france-confirms-arms-shipment-heading-to-saudi-arabia/,,"France yesterday confirmed that an arms shipment is heading to Saudi Arabia in spite of rights groups warning that the weapons may be used in the war in Yemen.

Defence Minister Florence Parly said the weapons were to be loaded on to a Saudi cargo ship in the port of Le Havre.

The minister refused to identify the types of arms, but stressed France’s stance that they have been used only for defensive purposes by Saudi Arabia since it began its Yemen offensive in 2015.

“As far as the French government is aware, we have no proof that the victims in Yemen are the result of the use of French weapons,” Parly said.

READ: Secret report reveals Saudi incompetence in Yemen war using France’s weapons

There have been international calls for arms deals with Saudi Arabia to be halted as a result of its actions in Yemen which the UN has described as “the world’s worst humanitarian crisis”, with 3.3 million displaced by fighting and 24.1 million in need of aid.

UN investigators have also warned the military coalition led by Saudi Arabia in Yemen has killed thousands of civilians in air strikes, tortured detainees, raped civilians and used child soldiers as young as eight, all of which may amount to war crimes.

Impoverished Yemen has remained in a state of civil war since 2014, when Houthi rebels overran much of the country, including the capital Sanaa.

In 2015, Saudi Arabia and its Arab allies launched a massive air campaign aimed at reversing Houthi military gains and shoring up Yemen’s embattled government.

According to UN officials, more than 50,000 people have been killed in the war.",2019-05-09
EN2621118,https://freedomoutpost.com/mexico-issues-veiled-threat-to-us-over-safe-third-country-agreement-immigration-policy-experts-side-with-trump/,http://web.archive.org/web/20190607155406id_/https://freedomoutpost.com/mexico-issues-veiled-threat-to-us-over-safe-third-country-agreement-immigration-policy-experts-side-with-trump/,,2019-06-06
EN2885045,https://www.nationalnetworkonline.com/en/news/4284-police-rescue-12-persons-chained-in-lagos-church,,"Police Rescue 12 Persons Chained In Lagos Church

The Police in Lagos Thursday evening uncovered an illegal healing centre where about 15 persons were chained.

It was gathered that some of the victims had been chained since 2014 at the place called Blessings of Godness Healing Church in Isheri Osun, Egbe Idimu.

It was gathered that some of the victims had suffered certain health challenges which their families termed spiritual and dumped them at the facility for divine healing.

At the time of this report, 12 of the victims had been rescued while efforts were on to evacuate the rest.

It was gathered that some of the victims could barely walk and were assisted out first.

This discovery is coming in the wake of police raid of various religious places where many people have been held captive for several years.

Police spokesman Bala Elkana confirmed the rescue.

Details shortly….

You May Like",2019-11-01
EN2505658,https://www.cbc.ca/news/world/us-mexico-asylum-court-challenge-1.5065506,http://web.archive.org/web/20190322041228id_/https://www.cbc.ca/news/world/us-mexico-asylum-court-challenge-1.5065506,,2019-03-21
EN2793076,http://www.palestinemonitor.org/details.php?id=1glgcqa21912ylm5ut9tjm,http://web.archive.org/web/20190913011008id_/http://www.palestinemonitor.org/details.php?id=1glgcqa21912ylm5ut9tjm,,2019-09-12
EN2766414,https://www.oxfordtimes.co.uk/news/national/17873987.hurricane-dorian-strikes-bahamas/,http://web.archive.org/web/20190903172828id_/https://www.oxfordtimes.co.uk/news/national/17873987.hurricane-dorian-strikes-bahamas/,,2019-09-01
EN2707725,https://www.wrvo.org/post/lebanon-palestinians-protest-new-employment-restrictions,,"The skies above Lebanon have been filled with colorful balloons in recent days. They're not in celebration, but in protest, and bear the message ""Enough, we want dignity"" scrawled in Arabic in black marker. In recent weeks, thousands of Palestinian refugees have been holding demonstrations in 12 refugee camps across Lebanon to protest a government crackdown on businesses hiring foreign workers without permits. The demonstrators oppose a new Lebanese labor ministry rule requiring them to have special work permits. Under Lebanese law, everyone who is considered a foreigner must acquire certain paperwork from the Ministry of Labor in order to work. Palestinians — who were forced out or fled in the war during Israel's creation in 1948, and were not allowed back — now make up about 10% of Lebanon's population. Some 450,000 Palestinians are registered in Lebanon with the U.N. refugee agency that works with Palestinian refugees. Various Lebanese governments have classified Palestinians either as foreigners, refugees or stateless people, even though many were born in Lebanon. Palestinians are generally not granted Lebanese citizenship. ""The laws are so gray ... every time a new labor minister comes to office, we become afraid because they change what it means to be 'Palestinian' here,"" says Rana Makki, a 27-year-old Palestinian activist and researcher. Palestinian refugees ""are highly marginalized, with two-thirds considered poor or extremely poor,"" with a high rate of unemployment exacerbated by the arrival of more than 1 million Syrian refugees to Lebanon, according to a 2016 U.N. Refugee Agency report. Saber Halimeh, a 26-year-old Palestinian journalist who writes for a website covering refugee issues, grew up in the Burj al-Barajneh refugee camp on the outskirts of Beirut. In this loud, bustling camp, which has narrow alleyways lined with dangerous electrical wires, he explains that what spurred these protests — which began last week — was the government closure of two Palestinian-owned businesses amid a larger government crackdown on Syrian refugees. In June, the Labor Ministry, led by Camille Abousleiman, announced a one-month deadline for companies to acquire work permits for anyone considered a foreigner in Lebanon. Once the deadline expired last week, the ministry began to close or fine businesses that didn't have permits from the government, nearly 600 of them Syrian-run or employing Syrians, and two Palestinian. ""It's clear that they're clamping down on Syrians because they want to send them home. But where would we go? We were born here and have no land to return to,"" Makki says. In 2010, labor laws in Lebanon were amended to exempt Palestinian refugees from paying for work permits. However, Palestinian businesses still had to register with the government and pay a quarter of the standard registration fee. In a series of tweets, Abousleiman denied that the government is targeting Palestinians and has tried to ease tensions by vowing to facilitate the granting of work permits for Palestinian refugees. ""Lebanese law protects Palestinian workers and guarantees that they receive minimum wage,"" he tweeted. But the Palestinian protesters are demanding much more than an overturn of the new work permit rule. Palestinians in Lebanon are barred from working in more than 20 professions, and their prospects in the labor market are limited to jobs in construction, administrative roles and small crafts. In the protests, ""We're not just asking for the simple right to work anymore, but also to work [in] professions we are banned from, such as medicine, law [and] engineering,"" Halimeh says. The protest movement is also asking the Lebanese government to clarify Palestinians' status, he says. ""Foreigners come here voluntarily for work or tourism,"" he says. ""We are refugees without a choice or a place to return to."" Halimeh says it is illegal to allow building materials in the camp where he lives, because the Lebanese government wants to discourage Palestinians from staying permanently. ""We cannot own houses outside the camps, ownership of land is difficult for Palestinians in Lebanon, and we also cannot build inside the camps. We are asking to be allowed to at least bring in building materials. Palestinians have been here for 70 years,"" he says. The Ain el-Helweh camp, located about an hour's drive south of Beirut, in the city of Saida, has become the symbolic center of the protests, activists tell NPR. ""Inside Ain el-Helweh, there's one of the largest vegetable markets in Saida, and since the protests began, they've put a stop to all Lebanese products entering or leaving the camps,"" Halimeh says. ""They're trying to prove a point that Palestinians aren't a burden on Lebanese society. We actually contribute to the economy in a positive way."" Palestinians have set up a committee to to negotiate with the Lebanese government on ensuring working rights and defining their status as ""permanent residents."" Until an agreement is reached, Palestinian activists tell NPR they will continue to protest daily. ""There is big fear for my future. I cannot buy an apartment if I want to settle down and get married. No one guarantees my rights in the workforce. I don't have insurance from the workplace,"" Halimeh says. ""It's a dark cloud that constantly hangs above us, creating great worry for what the future will hold."" ",2019-07-26
EN2716589,http://english.wafa.ps/page.aspx?id=jBPn1Pa111132390798ajBPn1P,http://web.archive.org/web/20190801225755id_/http://english.wafa.ps/page.aspx?id=jBPn1Pa111132390798ajBPn1P,,2019-08-01
EN2643859,https://www.armytimes.com/news/your-military/2019/06/19/us-navy-expert-tanker-attack-mine-resembles-iranian-mines/,,"Unexploded limpet mine removed from M/T Kokuka Courageous in the Gulf of Oman (CENTCOM)

U.S. NAVY 5TH FLEET BASE NEAR FUJAIRAH, United Arab Emirates — The limpet mines used to attack a Japanese-owned oil tanker near the Strait of Hormuz last week bore “a striking resemblance” to similar mines displayed by Iran, a U.S. Navy explosives expert said Wednesday, stopping short of directly blaming Tehran for the assault.

Iran has denied being involved in the attack last Thursday that hit the Japanese tanker Kokuka Courageous and also the Norwegian-owned Front Altair.

The comments by Cmdr. Sean Kido came as the Navy showed reporters pieces of debris and a magnet they say Iran's Revolutionary Guard left behind when they spirited away an unexploded limpet mine after the June 13 attack in the Gulf of Oman. Iran has also not acknowledged taking the mine.

play_circle_filled US releases photos to bolster claim Iran attacked tankers as 1,000 additional troops to be sent to Middle East In an effort to bolster its public case against Iran, the Pentagon on Monday released new photos that officials said show that members of Tehran’s Revolutionary Guard were responsible for attacks last week on two oil tankers near the Persian Gulf.

Kido also stressed that the damage done to the Kokuka Courageous was ""not consistent with an external flying object hitting the ship,"" despite the ship's owner blaming ""flying objects"" for the damage in the attack.

Meanwhile, a rocket hit an oil-drilling site in Iraq's southern Basra province early on Wednesday, striking inside a compound housing energy giant Exxon Mobil and other foreign oil companies and wounding three local workers, one seriously, Iraqi officials said.

The attack on the oil tankers came against the backdrop of heightened tensions between the U.S. and Iran that take root in President Donald Trump's decision to withdraw from Tehran's nuclear deal with world powers a year ago.

× Fear of missing out? Sign up for the Army Times Daily News Roundup to receive the top Army stories every afternoon. Thanks for signing up. By giving us your email, you are opting in to the Army Times Daily News Roundup.

Iran recently has quadrupled its production of low-enriched uranium and threatened to boost its enrichment closer to weapons-grade levels, trying to pressure Europe for new terms to the 2015 deal.

Iran speeds up uranium enrichment as Mideast tensions mount Iran will surpass the uranium-stockpile limit set by its nuclear deal in the next 10 days, an official said Monday, raising pressure on Europeans trying to save the accord a year after the U.S. withdrawal lit the fuse for the heightened tensions now between Tehran and Washington.

In recent weeks, the U.S. has sped an aircraft carrier to the Mideast and deployed additional troops to the tens of thousands already here. Mysterious attacks also have targeted oil tankers as Iranian-allied Houthi rebels launched bomb-laden drones into Saudi Arabia.

All this has raised fears that a miscalculation or further rise in tensions could push the U.S. and Iran into an open conflict, some 40 years after Tehran's Islamic Revolution.

Journalists take pictures of a magnet the U.S. Navy says came from a limpet mine that didn't explode on a Japanese-owned oil tanker at a 5th Fleet base during a trip organized by the Navy for journalists, near Fujairah, United Arab Emirates, Wednesday, June 19, 2019. C(Kamran Jebreili/AP)

The U.S. Navy briefed foreign journalists on Wednesday at a 5th Fleet base near Fujairah, an Emirati port city some 210 kilometers (130 miles) northeast of the capital, Abu Dhabi. There, they showed journalists debris recovered from the Kokuka Courageous, which they described as including aluminum and composite metals.

They also showed a magnet they described as being left behind by the Revolutionary Guard — one of six apparently used to stick the unexploded limpet mine to the ship's hull. Sailors said it took two of them and a crowbar to pry it off the ship.

Those pieces put together have U.S. sailors suspecting the limpet mine came from Iran.

A member of the U.S. investigative team shows a magnet the U.S. Navy says came from a limpet mine that didn't explode on a Japanese-owned oil tanker at a 5th Fleet base, during a trip organized by the Navy for journalists, near Fujairah, United Arab Emirates, Wednesday, June 19, 2019. (Kamran Jebreili/AP)

They showed a picture previously shared among weapons experts of a limpet mine on display in Iran, which they said resembled the one they suspected was used on the ship. That picture showed a conical mine, some 42 kilograms (90 pounds) in weight, on display with a sign next to it identifying it as being produced by a research company affiliated with the Revolutionary Guard.

""The limpet mine that was used does bear a striking resemblance to that which has been publicly displayed in Iranian military parades,"" Kido said. ""There are distinguishing features.""

Kido declined to elaborate. Iran's mission to the U.N. did not immediately respond to a request for comment.

The mines were placed above the vessel's water line. One exploded, punching through the double-hulled ship and sparking a brief fire. The placement of the mines on the vessel makes it ""not appear that the intention was to sink the vessel,"" Kido said.

""The damage we observed is consistent with a limpet mine attack; it is not consistent with an external flying object hitting the ship,"" Kido said.

A hole the U.S. Navy says was made by a limpet mine is seen on the damaged Panama-flagged, Japanese owned oil tanker Kokuka Courageous, anchored off Fujairah, United Arab Emirates, during a trip organized by the Navy for journalists, on a Wednesday, June 19, 2019. (Fay Abuelgasim/AP)

Authorities also recovered a hand print and fingerprints, he said. ""We recovered biometric information ... which can be used to build a criminal case to hold the individuals responsible accountable."" He did not offer more details.

The second vessel involved in the attack, the Norwegian-owned Front Altair, caught fire and sent black smoke up into the air that was visible from space by satellites. Kido did not explain why the U.S. had no immediate evidence from that vessel. Both are now anchored off the eastern coast of the United Arab Emirates.

He also declined to discuss an earlier, May 12 attack on four oil tankers off the coast of Fujairah near the U.S. base, which America similarly blames on an Iranian limpet mine attack. Analysts also believe those attacks came from limpet mines.

What war with Iran could look like Military Times interviewed more than a dozen military experts, including current and former U.S. military officials, about how a conflict might begin and how it could play out. This is what they said could happen:

In Iraq on Wednesday, a Katyusha rocket landed at dawn in the Zubair and Rumeila oil fields camp, operated by the Iraqi Drilling company, where Exxon Mobil and other companies have caravans housing their workers, security official Mahdi Raykan said.

Exxon Mobil, based in Irving, Texas, did not immediately respond to a request for comment. In May, it evacuated staff from the West Qurna 1 oil field in Basra province.

As Washington-Tehran tensions escalated, there have been concerns that Iraq could once again get caught in the middle between its two top allies. The country hosts more than 5,000 U.S. troops, and is home to powerful Iranian-backed militias, some of whom want those U.S. forces to leave.

In May, the U.S. evacuated nonessential diplomatic staff from Iraq. That came before a missile landed in Baghdad's Green Zone, near the sprawling U.S. Embassy.

No one claimed responsibility for Wednesday's attack and Iraqi oil exports were unaffected.

Associated Press writer Qassem Abdul-Zahra in Baghdad contributed to this report.",2019-06-19
EN2503209,https://www.kspr.com/content/news/Statue-of-Liberty-climber-wont-serve-any-prison-time-507390131.html,,"A woman who climbed the base of the Statue of Liberty last July 4 to protest the separation of families at the Mexican border came to her sentencing Tuesday with her face entirely covered with clear sticky tape, irritating a judge who refused to proceed until she removed it.

The Statue of Liberty, New York / Photo: Pexels / (MGN)

After she did so, U.S. Magistrate Judge Gabriel W. Gorenstein spared Therese Okoumou from prison for her conviction on multiple misdemeanor counts though he berated her for what he thought was a lack of concern for rescuers whose safety he said she jeopardized.

As she stood before him with a white headband across her forehead scrawled with the phrase ""I care!"" he ordered her to perform 200 hours of community service and five years of probation, leading her attorney, Ron Kuby, to suggest the judge might be seeing a lot of them in the future.

""I think there's hope"" otherwise, the judge responded, saying he would be willing to shorten the probation term at a later point if Okoumou did not commit more crimes.

Given a chance to speak in court, Okoumou called the case against her ""a fraud against injustice,"" an explanation for her continuing protest and the tape she had earlier painfully pulled off her face.

""I'm not a criminal,"" she told Gorenstein.

When Gorenstein took a break from the bench before announcing the sentence, Okoumou stood and turned around to face several dozen supporters before raising her fist in the air.

The gesture silenced the supporters, who raised their fists in return as everyone stood for a moment before Okoumou blew a kiss to them and turned around to await her sentence.

Outside court, she was surrounded by supporters as she railed the immigration policies of the Trump administration, saying they're what prompted the Statue of Liberty protest.

""We have people in cages? What was I supposed to do?"" she said. ""I made my point. ... Find your own conscience. Don't look up to me.""

The nearly four-hour demonstration forced an evacuation of 4,330 people from the statue grounds on one of its busiest days of the year.

As he announced his sentence, Gorenstein noted that Okoumou repeatedly ignored orders to descend from a perch at the feet of the statue that was high enough that a prosecutor said it could have seriously injured or killed her or tourists below. New York Police Department rescuers were forced to climb a rickety ladder and gird themselves like mountain climbers to safely bring her down.

The judge said she tried to push down the ladder, jeopardizing rescuers.

Prosecutors noted in presentencing papers that since Okoumou's arrest, she has twice climbed the Eiffel Tower in Paris, France, forcing its evacuation, and has climbed onto the roof of an Austin, Texas, building, leading to another arrest in which charges are pending.

The Texas climb led to her being subjected to electronic monitoring in New York, though Gorenstein ordered the removal of the device Tuesday.

Kuby said Gorenstein was overestimating the danger to rescuers posed by his client's statue climb. The lawyer called them the most elite rescuers ""on the planet.""

Copyright 2019 Associated Press. All rights reserved.",2019-03-20
EN2510198,https://www.abcactionnews.com/news/world/helicopters-rescue-norway-cruise-ship-passengers-amid-storm,,"Rescue workers off Norway's western coast rushed to evacuate 1,300 passengers and crew from a disabled cruise ship by helicopter on Saturday, winching them one-by-one to safety as heaving waves tossed the ship from side to side and high winds battered the operation.

The Norwegian newspaper VG said the Viking Sky cruise ship issued a mayday call as bad weather hit Saturday and engine problems caused it to start drifting toward the rocky shore. Police in the western county of Moere og Romsdal said the crew, fearing the ship would run aground, managed to anchor in Hustadsvika Bay, between the Norwegian cities of Alesund and Trondheim, so the evacuations could take place.

Rescue teams with helicopters and boats were sent to evacuate the cruise ship under extremely difficult circumstances. Norwegian media reported gusts up to 38 knots (43 mph) and waves over 8 meters (26 feet) in an area known for its rough, frigid waters.

Video and photos from people on the ship showed it heaving, with chairs and other furniture dangerously rolling from side to side. Passengers were suited up in orange life vests but the waves broke some ship windows and cold water flowed over the feet of some passengers.

Norwegian public broadcaster NRK said the Viking Sky's evacuation was a slow and dangerous process, as passengers needed to be hoisted one-by-one from the cruise ship to the five available helicopters.

""I was afraid. I've never experienced anything so scary,"" Janet Jacob, among the first group of passengers evacuated to the nearby town of Molde, told NRK.

She said her helicopter ride to safety came amid strong winds ""like a tornado,"" prompting her to pray ""for the safety of all aboard.""

American passenger John Curry told NRK that he was having lunch as the cruise ship started to shake.

""It was just chaos. The helicopter ride from the ship to shore I would rather not think about. It wasn't nice,"" Curry told the broadcaster.

NRK said one 90-year-old-man and his 70-year-old spouse on the ship were severely injured but did not say how that happened.

Norwegian media said the majority of the cruise ship passengers were British and American tourists. By 6 p.m., some 100 people had been rescued and were being taken to a nearby sports hall.

Later, reports emerged that a cargo ship with nine crew members was in trouble nearby, and the local Norwegian rescue service diverted two of the five helicopters working on the cruise ship to that rescue.

Authorities told NRK that a strong storm with high waves was preventing rescue workers from using life boats or tug boats to take passengers ashore.

""It's a demanding exercise, because they (passengers) have to hang in the air under a helicopter and there's a very, very strong wind,"" witness Odd Roar Lange told NRK at the site.

Norwegian authorities said late Saturday that the evacuation would proceed all through the night into Sunday.

The Viking Sky was on a 12-day trip that began March 14 in the western Norwegian city of Bergen, according to the cruisemapper.com website.

The ship was visiting the Norwegian towns and cities of Narvik, Alta, Tromso, Bodo and Stavanger before its scheduled arrival Tuesday in the British port of Tilbury on the River Thames.

The Viking Sky, a vessel with gross tonnage of 47,800, was delivered in 2017 to operator Viking Ocean Cruises.

———

Sheila Norman-Culp contributed from London.

",2019-03-23
EN2654541,https://www.visaliatimesdelta.com/story/news/nation/2019/06/25/acting-customs-and-border-protection-commissioner-john-sanders-leaving/1559520001/,,"ICE hard-liner to replace outgoing CBP commissioner as immigration tensions escalate

The head of the Customs and Border Protection agency is leaving, and his replacement probably won't warm the hearts of advocates for immigrants.

John Sanders, the acting CBP commissioner, resigned Tuesday amid reports of migrant children at the border being held in unsafe and filthy conditions.

His resignation comes as public furor has increased over the treatment of detained migrant kids after lawyers reported some of the older children were caring for toddlers at a facility in Clint, Texas, and they lacked adequate food, water and sanitation.

Sanders is expected to be replaced by Mark Morgan, a former Marine and FBI agent who has been leading Immigration and Customs Enforcement (ICE) for fewer than two months, according to a senior administration official who spoke on condition of anonymity because the decision has not been finalized.

Morgan served as chief of the Border Patrol in the final months of the Obama administration, but he has since become a vocal supporter of President Donald Trump’s hard-line immigration-enforcement strategy.

He defended the president’s controversial decision to declare a national emergency to get funding to expand the southern border wall. “The president had no choice,” Morgan said during a February interview on CNN.

When announcing Morgan's appointment to head ICE on May 5, Trump called him “a true believer and American Patriot.”

And just last week, Morgan vowed to enforce Trump’s plan, which has since been delayed, to ramp up arrests and deportations of families that have entered the country and had their asylum requests denied.

“If you come here with a child, that’s a passport in the United States,” Morgan said on the PBS NewsHour. “Nothing happens to you. That’s a slippery slope, and no integrity in the system, and the rule of law is being eroded if we don’t apply consequences.”

Carla Provost, the head of U.S. Border Patrol, a component of CBP, was touring the border in Yuma, Arizona, on Tuesday when she learned of Sanders’ resignation. The incoming head of CBP will be Provost’s third boss since she took over the agency and its 19,500 agents in April of 2017.

Provost said the turnover at the top of CBP, and a broader leadership shakeup at the Department of Homeland Security, has not affected the work of Border Patrol agents as they deal with the ongoing surge of migrants crossing the southern border.

“I don’t see that as having an impact on our ability to do our jobs and fulfill our mission,” she said. “We have had support no matter what when it comes to the mission, when it comes to the crisis at hand in relation to the leadership.”

Raids on hold: Trump delays nationwide ICE raids to deport undocumented immigrants, allows Congress two weeks on deal

Morgan faces a stiff challenge as conditions on the southern border with Mexico have reached a crisis point with a surge of Central American migrants seeking asylum.

Sanders, who has overseen the agency responsible for border enforcement since April, said in a letter to employees that his resignation is effective July 5.

""Although I will leave it to you to determine whether I was successful, I can unequivocally say that helping support the amazing men and women of CBP has been the most fulfilling and satisfying opportunity of my career,"" Sanders wrote.

Trump said Tuesday at the White House that he did not ask Sanders to resign but was “very concerned” about conditions at migrant detainee facilities. He criticized Democrats for holding up funding for humanitarian aid on the border even as House leaders worked on getting that funding approved.

After threatening mass raids by ICE last week, Trump called them off and gave Congress two weeks to find a solution to the border crisis.

An official from CBP said Tuesday that the agency moved more than 100 children back to the Clint facility. The official said the “majority” of the roughly 300 children detained there last week have been placed in facilities operated by the Office of Refugee Resettlement.

The official, who briefed reporters on the condition of anonymity, said Clint is better equipped than some of the Border Patrol’s tents to hold children.

Six children have died since late last year after being detained by CBP, the agency that apprehends and first detains migrant parents and children crossing the U.S.-Mexican border illegally.

On Tuesday, CBP issued a statement that said in part: ""CBP continues to utilize all available resources to prioritize and care for children in our custody and facilitate their expeditious transfer to HHS (Department of Health and Human Services) custody.''

Sanders pushed Congress to pass $4.5 billion in humanitarian funding. In an interview last week with The Associated Press, he talked about how the deaths impacted him ""profoundly.”

Sanders moved up from CBP's chief operating officer to acting commissioner when Kevin McAleenan left the position to replace Kirstjen Nielsen as secretary of the Department of Homeland Security, also in an acting capacity.

""I will never stop defending the people and the mission for which 427 people gave their lives in the line of duty in defending,'' Sanders told employees in the letter. ""Hold your heads high with the honor and distinction that you so richly deserve.''

The pressure on CBP increased when the lawyers who visited facilities last week described squalid conditions to The Associated Press, such as lack of medical care and several children afflicted with the flu.

Rep. Bennie Thompson, D-Miss., chairman of the Committee on Homeland Security, said Sanders' resignation “adds fuel to the chaos at the Department of Homeland Security.""

""CBP is clearly failing to carry out its mission, given the Trump administration’s disastrous immigration policies,"" he said. ""It is quite clear that bad actors in the White House are doing all they can to strong-arm the Department of Homeland Security and stand in the way of any progress or agreeable solution. There is simply no excuse for the horrific conditions children and families are being held in at the border.''

The chairman of the Senate Judiciary Committee, Sen. Lindsey Graham, R-S.C., said he didn’t know why Sanders resigned, but that a new CBP director would be needed every few months if conditions along the border don’t improve.

""Money will help,'' Graham said. ""But if you don’t stop the reason they’re coming from Central America, you better get ready to do this every three or four months. To my House colleagues, making conditions better at the border: great. But you’ve got to stop the pull factors. If there’s no change in the pull factors, it’s just throwing good money after bad.”

Contributing: John Fritze, Bart Jansen, USA TODAY; The Associated Press",2019-06-25
EN2678225,https://www.maltatoday.com.mt/comment/blogs/96124/a_real_drama_behind_a_mostly_fictitious_documentary,http://web.archive.org/web/20190709141507id_/https://www.maltatoday.com.mt/comment/blogs/96124/a_real_drama_behind_a_mostly_fictitious_documentary,,2019-07-08
EN2586343,https://www.metro.us/news/local-news/new-york/trash-train-the-bronx-seen-through-early-morning-commuters-instagram,,"Sign up for our COVID-19 newsletter to stay up-to-date on the latest coronavirus news throughout New York City

All aboard the trash train.

A construction worker headed out to work at about 4:45 a.m. boarded a disgusting #2 subway train in the Bronx last week.

“This is crazy!” the man said on the video posted on Instagram.

The squalor in the scene is marred with tragedy, as a man sat amongst the trash, bottles, newspapers, bags and assorted other items strewn across the car and a trash-filled shopping cart sat at the far end of the subway car.

“No one should ever have to experience this,” NYC Transit President Andy Byford said in a statement to Fox 5 News. He also said that it was a clear violation of subway rules.

Byford told Fox 5 News that the subway system works with the Deptartment of Homeless Services to ensure people who need help are connected to the services they need.

He also said that the NYPD had been alerted about the video, but a police spokesperson told Fox 5 News that in situations like this, they would take an emotionally disturbed person to the hospital or otherwise simply tell them to clean up the mess.",2019-05-14
EN2735845,http://www.newindianexpress.com/states/kerala/2019/aug/12/watch--dont-want-to-politicise-issue-rahul-gandhi-assures-all-help-to-flood-affected-people-in-2017922.html,http://web.archive.org/web/20190812181412id_/http://www.newindianexpress.com/states/kerala/2019/aug/12/watch--dont-want-to-politicise-issue-rahul-gandhi-assures-all-help-to-flood-affected-people-in-2017922.html,,2019-08-12
EN2697448,https://www.bromsgroveadvertiser.co.uk/news/national/17781095.six-people-injured-gas-explosion-destroys-new-zealand-home/,,"As a subscriber, you are shown 80% less display advertising when reading our articles.

Those ads you do see are predominantly from local businesses promoting local services.

These adverts enable local businesses to get in front of their target audience – the local community.

It is important that we continue to promote these adverts as our local businesses need as much support as possible during these challenging times.

Close",2019-07-19
EN2616561,https://www.hellomonaco.com/mc-lifestyle/luxury/lost-in-the-seas-40m-baltic-sailing-superyacht-my-song-falls-from-cargo-ship-and-other-yacht-news/,http://web.archive.org/web/20190607135100id_/https://www.hellomonaco.com/mc-lifestyle/luxury/lost-in-the-seas-40m-baltic-sailing-superyacht-my-song-falls-from-cargo-ship-and-other-yacht-news/,,2019-06-02
