id,published,labeler,taskID,value,offset_from,offset_to,content
EN2468666,"(2019, 2, 28, 'THU')",Fabio Poletto,QUANTITY,PERSON,1653.0,1685.0,"more than 2,500 foreign children"
EN2468666,"(2019, 2, 28, 'THU')",Fabio Poletto,QUANTITY,PERSON,1792.0,1809.0,tens of thousands
EN2468666,"(2019, 2, 28, 'THU')",Fabio Poletto,QUANTITY,PERSON,1160.0,1169.0,thousands
EN2468666,"(2019, 2, 28, 'THU')",Marta Lindstrom,TYPE,SUMMARY,,,
EN2468666,"(2019, 2, 28, 'THU')",Marta Lindstrom,FACT,DISPLACED,1130.0,1294.0,"The al-Hol camp is sheltering thousands of displaced people, including children, who fled the ongoing fighting between the Syrian Democratic Forces (SDF) and ISIS. "
EN2468666,"(2019, 2, 28, 'THU')",Marta Lindstrom,FACT,EVACUATED,245.0,437.0," thousands of children living in the camps for the displaced in northeastern Syria, following their evacuation from the final pocket of land still under the control of the Islamic State (ISIS)"
EN2468666,"(2019, 2, 28, 'THU')",Marta Lindstrom,FACT,DISPLACED,1653.0,1779.0,"more than 2,500 foreign children belonging to 30 countries are currently living in three displaced camps in northeastern Syria"
EN2468666,"(2019, 2, 28, 'THU')",Marta Lindstrom,FACT,DISPLACED,1792.0,1856.0,tens of thousands of other displaced people fleeing the fighting
EN2468666,"(2019, 2, 28, 'THU')",Marta Lindstrom,CAUSE,CONFLICT,402.0,437.0,control of the Islamic State (ISIS)
EN2468666,"(2019, 2, 28, 'THU')",Marta Lindstrom,CAUSE,CONFLICT,1064.0,1076.0,bombardment 
EN2468666,"(2019, 2, 28, 'THU')",Marta Lindstrom,CAUSE,CONFLICT,1848.0,1856.0,fighting
EN2468666,"(2019, 2, 28, 'THU')",Marta Lindstrom,QUANTITY,PERSON,1160.0,1169.0,thousands
EN2468666,"(2019, 2, 28, 'THU')",Marta Lindstrom,QUANTITY,PERSON,246.0,267.0,thousands of children
EN2468666,"(2019, 2, 28, 'THU')",Marta Lindstrom,QUANTITY,PERSON,1653.0,1685.0,"more than 2,500 foreign children"
EN2468666,"(2019, 2, 28, 'THU')",Marta Lindstrom,QUANTITY,PERSON,1792.0,1835.0,tens of thousands of other displaced people
EN2468666,"(2019, 2, 28, 'THU')",Marta Lindstrom,LOCATION_ORIGIN,COUNTRY_O_0,1253.0,1258.0,Syria
EN2468666,"(2019, 2, 28, 'THU')",Marta Lindstrom,LOCATION_ORIGIN,COUNTRY_O_0,322.0,327.0,Syria
EN2468666,"(2019, 2, 28, 'THU')",Elisabeth Duparc,TYPE,N_A,,,
EN2468666,"(2019, 2, 28, 'THU')",Elisabeth Duparc,FACT,RELIEF_CAMP,1653.0,1757.0,"more than 2,500 foreign children belonging to 30 countries are currently living in three displaced camps"
EN2468666,"(2019, 2, 28, 'THU')",Elisabeth Duparc,FACT,SHELTERED,1130.0,1189.0,The al-Hol camp is sheltering thousands of displaced people
EN2468666,"(2019, 2, 28, 'THU')",Elisabeth Duparc,CAUSE,CONFLICT,1214.0,1292.0, fled the ongoing fighting between the Syrian Democratic Forces (SDF) and ISIS
EN2468666,"(2019, 2, 28, 'THU')",Elisabeth Duparc,QUANTITY,PERSON,1653.0,1686.0,"more than 2,500 foreign children "
EN2468666,"(2019, 2, 28, 'THU')",Elisabeth Duparc,QUANTITY,PERSON,1159.0,1189.0, thousands of displaced people
EN2468666,"(2019, 2, 28, 'THU')",Elisabeth Duparc,QUANTITY,PERSON,1792.0,1809.0,tens of thousands
EN2468666,"(2019, 2, 28, 'THU')",Elisabeth Duparc,LOCATION_ORIGIN,COUNTRY_O_0,322.0,327.0,Syria
EN2468666,"(2019, 2, 28, 'THU')",Elisabeth Duparc,LOCATION_ORIGIN,POINT_LOCATION_O_0,309.0,322.0,northeastern 
EN2468666,"(2019, 2, 28, 'THU')",Elisabeth Duparc,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,636.0,647.0,al-Hol camp
EN2468666,"(2019, 2, 28, 'THU')",Elisabeth Duparc,LOCATION_ORIGIN,STATE_DISTRICT_REGION_O_0,308.0,321.0, northeastern
EN2468666,"(2019, 2, 28, 'THU')",Elisabeth Duparc,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,1134.0,1144.0,al-Hol cam
EN2468666,"(2019, 2, 28, 'THU')",Elisabeth Duparc,LOCATION_ORIGIN,POINT_LOCATION_O_0,1736.0,1779.0,three displaced camps in northeastern Syria
EN2506856,"(2019, 3, 21, 'THU')",Marta Lindstrom,TYPE,NEWS,,,
EN2506856,"(2019, 3, 21, 'THU')",Marta Lindstrom,FACT,EVACUATED,545.0,692.0,"The January 2018 tsunami alert was lifted at 4:30 a.m. but not before thousands of people left their homes in various states of fear and confusion,"
EN2506856,"(2019, 3, 21, 'THU')",Marta Lindstrom,FACT,EVACUATED,1240.0,1349.0,Port Alberni saw more than 90 per cent of households in warning zones evacuate to the safety of higher ground
EN2506856,"(2019, 3, 21, 'THU')",Marta Lindstrom,CAUSE,DISASTER,562.0,575.0,tsunami alert
EN2506856,"(2019, 3, 21, 'THU')",Marta Lindstrom,CAUSE,DISASTER,1175.0,1182.0,tsunami
EN2506856,"(2019, 3, 21, 'THU')",Marta Lindstrom,QUANTITY,PERSON,615.0,634.0,thousands of people
EN2506856,"(2019, 3, 21, 'THU')",Marta Lindstrom,QUANTITY,HOUSEHOLD,1257.0,1293.0,more than 90 per cent of households 
EN2506856,"(2019, 3, 21, 'THU')",Marta Lindstrom,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,338.0,351.0,Port Alberni 
EN2506856,"(2019, 3, 21, 'THU')",Marta Lindstrom,LOCATION_ORIGIN,STATE_DISTRICT_REGION_O_0,354.0,370.0,Vancouver Island
EN2506856,"(2019, 3, 21, 'THU')",Marta Lindstrom,LOCATION_ORIGIN,STATE_DISTRICT_REGION_O_0,1240.0,1252.0,Port Alberni
EN2506856,"(2019, 3, 21, 'THU')",Marta Lindstrom,DATE,START_DATE_FLOW_0,240.0,253.0,"Jan. 23, 2018"
EN2506856,"(2019, 3, 21, 'THU')",Marta Lindstrom,DATE,END_DATE_FLOW_0,240.0,253.0,"Jan. 23, 2018"
EN2506856,"(2019, 3, 21, 'THU')",Marta Lindstrom,DATE,START_DATE_FLOW_0,240.0,253.0,"Jan. 23, 2018"
EN2506856,"(2019, 3, 21, 'THU')",Marta Lindstrom,DATE,END_DATE_FLOW_0,240.0,253.0,"Jan. 23, 2018"
EN2506856,"(2019, 3, 21, 'THU')",Fabio Poletto,TYPE,NEWS,,,
EN2506856,"(2019, 3, 21, 'THU')",Fabio Poletto,FACT,EVACUATED,1240.0,1349.0,Port Alberni saw more than 90 per cent of households in warning zones evacuate to the safety of higher ground
EN2506856,"(2019, 3, 21, 'THU')",Fabio Poletto,FACT,EVACUATED,545.0,691.0,The January 2018 tsunami alert was lifted at 4:30 a.m. but not before thousands of people left their homes in various states of fear and confusion
EN2506856,"(2019, 3, 21, 'THU')",Fabio Poletto,CAUSE,DISASTER,5.0,34.0,tsunami-alert sirens rang out
EN2506856,"(2019, 3, 21, 'THU')",Fabio Poletto,CAUSE,DISASTER,562.0,575.0,tsunami alert
EN2506856,"(2019, 3, 21, 'THU')",Fabio Poletto,QUANTITY,HOUSEHOLD,1257.0,1292.0,more than 90 per cent of households
EN2506856,"(2019, 3, 21, 'THU')",Fabio Poletto,QUANTITY,PERSON,615.0,634.0,thousands of people
EN2506856,"(2019, 3, 21, 'THU')",Fabio Poletto,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,1240.0,1253.0,Port Alberni 
EN2506856,"(2019, 3, 21, 'THU')",Elisabeth Duparc,TYPE,NEWS,,,
EN2506856,"(2019, 3, 21, 'THU')",Elisabeth Duparc,FACT,FORCED_TO_FLEE,615.0,691.0,thousands of people left their homes in various states of fear and confusion
EN2506856,"(2019, 3, 21, 'THU')",Elisabeth Duparc,FACT,RELOCATED,87.0,121.0,most people fled for higher ground
EN2506856,"(2019, 3, 21, 'THU')",Elisabeth Duparc,FACT,FORCED_TO_FLEE,2292.0,2414.0,a family that had moved to the community three days before the alert and were roused by neighbours who urged them to flee.
EN2506856,"(2019, 3, 21, 'THU')",Elisabeth Duparc,CAUSE,DISASTER,189.0,292.0,"A magnitude 7.9 earthquake off the coast of Alaska Jan. 23, 2018, at 1:31 a.m. prompted a tsunami alert"
EN2506856,"(2019, 3, 21, 'THU')",Elisabeth Duparc,CAUSE,DISASTER,1174.0,1194.0, tsunami evacuation 
EN2506856,"(2019, 3, 21, 'THU')",Elisabeth Duparc,QUANTITY,PERSON,614.0,635.0, thousands of people 
EN2506856,"(2019, 3, 21, 'THU')",Elisabeth Duparc,QUANTITY,HOUSEHOLD,2291.0,2315.0, a family that had moved
EN2506856,"(2019, 3, 21, 'THU')",Elisabeth Duparc,QUANTITY,PERSON,87.0,98.0,most people
EN2506856,"(2019, 3, 21, 'THU')",Elisabeth Duparc,QUANTITY,HOUSEHOLD,1266.0,1292.0, 90 per cent of households
EN2506856,"(2019, 3, 21, 'THU')",Elisabeth Duparc,LOCATION_ORIGIN,COUNTRY_O_0,307.0,316.0,Canada’s 
EN2506856,"(2019, 3, 21, 'THU')",Elisabeth Duparc,LOCATION_ORIGIN,STATE_DISTRICT_REGION_O_0,316.0,326.0,West Coast
EN2506856,"(2019, 3, 21, 'THU')",Elisabeth Duparc,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,354.0,370.0,Vancouver Island
EN2506856,"(2019, 3, 21, 'THU')",Elisabeth Duparc,LOCATION_ORIGIN,POINT_LOCATION_O_0,338.0,350.0,Port Alberni
EN2769296,"(2019, 9, 2, 'MON')",Fabio Poletto,TYPE,NEWS,,,
EN2769296,"(2019, 9, 2, 'MON')",Fabio Poletto,FACT,DESTROYED_HOUSING,614.0,651.0,some homes left completely underwater
EN2769296,"(2019, 9, 2, 'MON')",Fabio Poletto,FACT,SHELTERED,911.0,1012.0,Residents in the Abacos should continue to stay in their shelter until conditions subside later today
EN2769296,"(2019, 9, 2, 'MON')",Fabio Poletto,CAUSE,DISASTER,0.0,16.0,Hurricane Dorian
EN2769296,"(2019, 9, 2, 'MON')",Fabio Poletto,QUANTITY,BUILDING_STRUCTURE,614.0,624.0,some homes
EN2769296,"(2019, 9, 2, 'MON')",Fabio Poletto,LOCATION_ORIGIN,COUNTRY_O_0,34.0,41.0,Bahamas
EN2769296,"(2019, 9, 2, 'MON')",Fabio Poletto,LOCATION_ORIGIN,STATE_DISTRICT_REGION_O_0,924.0,934.0,the Abacos
EN2769296,"(2019, 9, 2, 'MON')",Fabio Poletto,DATE,DATE_STOCK_0,45.0,51.0,Monday
EN2769296,"(2019, 9, 2, 'MON')",Fabio Poletto,DATE,DATE_STOCK_0,1007.0,1012.0,today
EN2445660,"(2019, 2, 10, 'SUN')",Fabio Poletto,TYPE,NEWS,,,
EN2445660,"(2019, 2, 10, 'SUN')",Fabio Poletto,FACT,SHELTERED,1434.0,1494.0,About 180 people spent the night at an emergency shelter set
EN2445660,"(2019, 2, 10, 'SUN')",Fabio Poletto,FACT,OTHER,2262.0,2379.0,more than 120 visitors and staff members were rescued Thursday after being trapped by up to 7 feet (2 meters) of snow
EN2445660,"(2019, 2, 10, 'SUN')",Fabio Poletto,FACT,DISPLACED,2474.0,2717.0,"In Yosemite National Park, as many as 50 housing structures near Half Dome Village were damaged by trees toppled during a snowstorm earlier this week, displacing more than 160 employees who provide food, lodging and other services for visitors"
EN2445660,"(2019, 2, 10, 'SUN')",Fabio Poletto,FACT,DESTROYED_HOUSING,2474.0,2717.0,"In Yosemite National Park, as many as 50 housing structures near Half Dome Village were damaged by trees toppled during a snowstorm earlier this week, displacing more than 160 employees who provide food, lodging and other services for visitors"
EN2445660,"(2019, 2, 10, 'SUN')",Fabio Poletto,CAUSE,DISASTER,17.0,29.0,winter storm
EN2445660,"(2019, 2, 10, 'SUN')",Fabio Poletto,CAUSE,DISASTER,2337.0,2379.0,trapped by up to 7 feet (2 meters) of snow
EN2445660,"(2019, 2, 10, 'SUN')",Fabio Poletto,CAUSE,DISASTER,2573.0,2605.0,trees toppled during a snowstorm
EN2445660,"(2019, 2, 10, 'SUN')",Fabio Poletto,QUANTITY,PERSON,1434.0,1450.0,About 180 people
EN2445660,"(2019, 2, 10, 'SUN')",Fabio Poletto,QUANTITY,PERSON,2262.0,2302.0,more than 120 visitors and staff members
EN2445660,"(2019, 2, 10, 'SUN')",Fabio Poletto,QUANTITY,BUILDING_STRUCTURE,2512.0,2522.0,50 housing
EN2445660,"(2019, 2, 10, 'SUN')",Fabio Poletto,QUANTITY,PERSON,2636.0,2659.0,more than 160 employees
EN2445660,"(2019, 2, 10, 'SUN')",Fabio Poletto,LOCATION_ORIGIN,STATE_DISTRICT_REGION_O_0,2385.0,2398.0,Sierra Nevada
EN2445660,"(2019, 2, 10, 'SUN')",Fabio Poletto,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,2539.0,2556.0,Half Dome Village
EN2445660,"(2019, 2, 10, 'SUN')",Fabio Poletto,LOCATION_ORIGIN,STATE_DISTRICT_REGION_O_0,2477.0,2499.0,Yosemite National Park
EN2445660,"(2019, 2, 10, 'SUN')",Fabio Poletto,DATE,END_DATE_FLOW_0,2316.0,2324.0,Thursday
EN2445660,"(2019, 2, 10, 'SUN')",Fabio Poletto,DATE,START_DATE_FLOW_0,2406.0,2419.0,for five days
EN2445660,"(2019, 2, 10, 'SUN')",Fabio Poletto,DATE,DATE_STOCK_0,2606.0,2623.0,earlier this week
EN2445660,"(2019, 2, 10, 'SUN')",Marta Lindstrom,TYPE,NEWS,,,
EN2445660,"(2019, 2, 10, 'SUN')",Marta Lindstrom,FACT,DESTROYED_HOUSING,2474.0,2623.0,"In Yosemite National Park, as many as 50 housing structures near Half Dome Village were damaged by trees toppled during a snowstorm earlier this week"
EN2445660,"(2019, 2, 10, 'SUN')",Marta Lindstrom,FACT,DISPLACED,2625.0,2659.0,displacing more than 160 employees
EN2445660,"(2019, 2, 10, 'SUN')",Marta Lindstrom,CAUSE,DISASTER,2596.0,2605.0,snowstorm
EN2445660,"(2019, 2, 10, 'SUN')",Marta Lindstrom,QUANTITY,BUILDING_STRUCTURE,2512.0,2533.0,50 housing structures
EN2445660,"(2019, 2, 10, 'SUN')",Marta Lindstrom,QUANTITY,PERSON,2636.0,2659.0,more than 160 employees
EN2445660,"(2019, 2, 10, 'SUN')",Marta Lindstrom,LOCATION_ORIGIN,POINT_LOCATION_O_0,2477.0,2499.0,Yosemite National Park
EN2445660,"(2019, 2, 10, 'SUN')",Marta Lindstrom,LOCATION_ORIGIN,POINT_LOCATION_O_0,2539.0,2556.0,Half Dome Village
EN2478136,"(2019, 3, 6, 'WED')",Marta Lindstrom,TYPE,NEWS,,,
EN2478136,"(2019, 3, 6, 'WED')",Marta Lindstrom,FACT,REFUGEE,1593.0,1810.0,"The agreement signed today will help provide important health services to some 29,000 Palestine refugees - and food assistance to over 9,500 - living in and around Jerash refugee camp in Jordan, said the press release"
EN2434557,"(2019, 1, 29, 'TUE')",Maria Espinosa,TYPE,NEWS,,,
EN2434557,"(2019, 1, 29, 'TUE')",Clementine Andre,TYPE,NEWS,,,
EN2434557,"(2019, 1, 29, 'TUE')",Marta Lindstrom,TYPE,NEWS,,,
EN2434557,"(2019, 1, 29, 'TUE')",Marta Lindstrom,FACT,EVACUATED,2025.0,2104.0,another 65 previously evacuated from other IS held areas and in Kurdish custody
EN2434557,"(2019, 1, 29, 'TUE')",Marta Lindstrom,FACT,OTHER,1891.0,2001.0,at least 78 French women and children who had recently come out of the last stronghold of IS in eastern Syria.
EN2434557,"(2019, 1, 29, 'TUE')",Marta Lindstrom,CAUSE,CONFLICT,1981.0,1983.0,IS
EN2434557,"(2019, 1, 29, 'TUE')",Marta Lindstrom,CAUSE,CONFLICT,2068.0,2070.0,IS
EN2434557,"(2019, 1, 29, 'TUE')",Marta Lindstrom,CAUSE,CONFLICT,1375.0,1397.0,terrorist organization
EN2434557,"(2019, 1, 29, 'TUE')",Marta Lindstrom,QUANTITY,PERSON,1891.0,1928.0,at least 78 French women and children
EN2434557,"(2019, 1, 29, 'TUE')",Marta Lindstrom,QUANTITY,PERSON,2025.0,2035.0,another 65
EN2434557,"(2019, 1, 29, 'TUE')",Marta Lindstrom,LOCATION_ORIGIN,COUNTRY_O_0,1995.0,2000.0,Syria
EN2548230,"(2019, 4, 18, 'THU')",Marta Lindstrom,TYPE,NEWS,,,
EN2548230,"(2019, 4, 18, 'THU')",Marta Lindstrom,FACT,HOMELESS,353.0,457.0,“Over one hundred households in my community are now homeless because their houses have been burnt down.
EN2548230,"(2019, 4, 18, 'THU')",Marta Lindstrom,FACT,DESTROYED_HOUSING,163.0,288.0," on Thursday evening that the armed killers descended on the town about 10 pm on Wednesday, shooting and burning down houses."
EN2548230,"(2019, 4, 18, 'THU')",Marta Lindstrom,FACT,DESTROYED_HOUSING,561.0,600.0,several of our houses are still on fire
EN2548230,"(2019, 4, 18, 'THU')",Marta Lindstrom,FACT,DESTROYED_HOUSING,1244.0,1302.0,Almost three quarters of the village has been burnt down.”
EN2548230,"(2019, 4, 18, 'THU')",Marta Lindstrom,CAUSE,CONFLICT,193.0,206.0,armed killers
EN2548230,"(2019, 4, 18, 'THU')",Marta Lindstrom,CAUSE,CONFLICT,649.0,665.0,Fulani militants
EN2548230,"(2019, 4, 18, 'THU')",Marta Lindstrom,CAUSE,CONFLICT,851.0,866.0,bows and arrows
EN2548230,"(2019, 4, 18, 'THU')",Marta Lindstrom,CAUSE,CONFLICT,1414.0,1420.0,attack
EN2548230,"(2019, 4, 18, 'THU')",Marta Lindstrom,QUANTITY,HOUSEHOLD,353.0,381.0,“Over one hundred households
EN2548230,"(2019, 4, 18, 'THU')",Marta Lindstrom,QUANTITY,BUILDING_STRUCTURE,281.0,288.0,houses.
EN2548230,"(2019, 4, 18, 'THU')",Marta Lindstrom,QUANTITY,BUILDING_STRUCTURE,576.0,582.0,houses
EN2548230,"(2019, 4, 18, 'THU')",Marta Lindstrom,QUANTITY,BUILDING_STRUCTURE,1244.0,1280.0,Almost three quarters of the village
EN2548230,"(2019, 4, 18, 'THU')",Marta Lindstrom,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,102.0,129.0,Demsa Local Government Area
EN2548230,"(2019, 4, 18, 'THU')",Marta Lindstrom,LOCATION_ORIGIN,STATE_DISTRICT_REGION_O_0,133.0,146.0,Adamawa State
EN2548230,"(2019, 4, 18, 'THU')",Marta Lindstrom,LOCATION_ORIGIN,STATE_DISTRICT_REGION_O_0,133.0,146.0,Adamawa State
EN2548230,"(2019, 4, 18, 'THU')",Marta Lindstrom,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,102.0,129.0,Demsa Local Government Area
EN2548230,"(2019, 4, 18, 'THU')",Marta Lindstrom,LOCATION_ORIGIN,STATE_DISTRICT_REGION_O_0,133.0,146.0,Adamawa State
EN2548230,"(2019, 4, 18, 'THU')",Marta Lindstrom,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,102.0,130.0,Demsa Local Government Area 
EN2748003,"(2019, 8, 19, 'MON')",Marta Lindstrom,TYPE,NEWS,,,
EN2748003,"(2019, 8, 19, 'MON')",Marta Lindstrom,FACT,OTHER,1083.0,1396.0,"The northwest is the last big stronghold of the opposition to Mr Assad, whose military has been waging an offensive there since the end of April with Russian help.

The escalation has killed at least 500 civilians and uprooted hundreds of thousands, many stranded near the Turkish border, the United Nations says."
EN2748003,"(2019, 8, 19, 'MON')",Marta Lindstrom,FACT,REFUGEE,1529.0,1581.0,"Turkey, which hosts some 3.6 million Syrian refugees"
EN2748003,"(2019, 8, 19, 'MON')",Marta Lindstrom,CAUSE,CONFLICT,1189.0,1198.0,offensive
EN2748003,"(2019, 8, 19, 'MON')",Marta Lindstrom,CAUSE,CONFLICT,1625.0,1643.0,onslaught in Idlib
EN2748003,"(2019, 8, 19, 'MON')",Marta Lindstrom,QUANTITY,PERSON,1309.0,1331.0, hundreds of thousands
EN2748003,"(2019, 8, 19, 'MON')",Marta Lindstrom,QUANTITY,PERSON,1549.0,1581.0,some 3.6 million Syrian refugees
EN2748003,"(2019, 8, 19, 'MON')",Marta Lindstrom,LOCATION_ORIGIN,STATE_DISTRICT_REGION_O_0,1083.0,1097.0,The northwest 
EN2748003,"(2019, 8, 19, 'MON')",Marta Lindstrom,LOCATION_ORIGIN,COUNTRY_O_0,1566.0,1571.0,Syria
EN2748003,"(2019, 8, 19, 'MON')",Marta Lindstrom,DATE,START_DATE_FLOW_0,1215.0,1227.0,end of April
EN2889348,"(2019, 11, 3, 'SUN')",Marta Lindstrom,TYPE,NEWS,,,
EN2889348,"(2019, 11, 3, 'SUN')",Marta Lindstrom,FACT,REFUGEE,1049.0,1171.0,its Somali community and some of the friction that’s perhaps inevitable when thousands of refugees arrive in a small city.
EN2857112,"(2019, 10, 20, 'SUN')",Marta Lindstrom,TYPE,NEWS,,,
EN2857112,"(2019, 10, 20, 'SUN')",Marta Lindstrom,FACT,REFUGEE,1368.0,1475.0,Turkey has taken in about 3.6 million Syrians fleeing their homeland but now wants most of them to return. 
EN2857112,"(2019, 10, 20, 'SUN')",Marta Lindstrom,CAUSE,CONFLICT,1626.0,1636.0,cease-fire
EN2857112,"(2019, 10, 20, 'SUN')",Marta Lindstrom,CAUSE,CONFLICT,1682.0,1692.0, fighters 
EN2857112,"(2019, 10, 20, 'SUN')",Marta Lindstrom,QUANTITY,PERSON,1388.0,1414.0,about 3.6 million Syrians 
EN2857112,"(2019, 10, 20, 'SUN')",Marta Lindstrom,LOCATION_ORIGIN,COUNTRY_O_0,1406.0,1411.0,Syria
EN2701510,"(2019, 7, 22, 'MON')",Marta Lindstrom,TYPE,NEWS,,,
EN2701510,"(2019, 7, 22, 'MON')",Marta Lindstrom,FACT,OTHER,0.0,144.0,"Firefighters rescued 89 people after a nine-storey office building caught fire on Monday in Mumbai, India’s financial capital, an official said."
EN2701510,"(2019, 7, 22, 'MON')",Marta Lindstrom,FACT,EVACUATED,195.0,252.0,battled the blaze and evacuated people from the building 
EN2701510,"(2019, 7, 22, 'MON')",Marta Lindstrom,CAUSE,DISASTER,74.0,78.0,fire
EN2701510,"(2019, 7, 22, 'MON')",Marta Lindstrom,CAUSE,DISASTER,207.0,212.0,blaze
EN2701510,"(2019, 7, 22, 'MON')",Marta Lindstrom,QUANTITY,PERSON,21.0,30.0,89 people
EN2701510,"(2019, 7, 22, 'MON')",Marta Lindstrom,QUANTITY,PERSON,227.0,233.0,people
EN2701510,"(2019, 7, 22, 'MON')",Marta Lindstrom,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,92.0,98.0,Mumbai
EN2701510,"(2019, 7, 22, 'MON')",Marta Lindstrom,LOCATION_ORIGIN,COUNTRY_O_0,100.0,105.0,India
EN2701510,"(2019, 7, 22, 'MON')",Marta Lindstrom,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,92.0,98.0,Mumbai
EN2603252,"(2019, 5, 25, 'SAT')",Maria Espinosa,TYPE,NEWS,,,
EN2603252,"(2019, 5, 25, 'SAT')",Clementine Andre,TYPE,NEWS,,,
EN2603252,"(2019, 5, 25, 'SAT')",Clementine Andre,FACT,EVACUATED,35.0,92.0,"4,000 residents have been evacuated because of a wildfire"
EN2603252,"(2019, 5, 25, 'SAT')",Clementine Andre,CAUSE,DISASTER,84.0,92.0,wildfire
EN2603252,"(2019, 5, 25, 'SAT')",Clementine Andre,QUANTITY,PERSON,34.0,50.0," 4,000 residents"
EN2603252,"(2019, 5, 25, 'SAT')",Clementine Andre,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,16.0,28.0,Alberta town
EN2603252,"(2019, 5, 25, 'SAT')",Marta Lindstrom,TYPE,NEWS,,,
EN2603252,"(2019, 5, 25, 'SAT')",Marta Lindstrom,FACT,EVACUATED,0.0,126.0,"The mayor of an Alberta town whose 4,000 residents have been evacuated because of a wildfire says all evacuees are doing well,"
EN2603252,"(2019, 5, 25, 'SAT')",Marta Lindstrom,CAUSE,DISASTER,570.0,574.0,fire
EN2603252,"(2019, 5, 25, 'SAT')",Marta Lindstrom,QUANTITY,PERSON,35.0,50.0,"4,000 residents"
EN2603252,"(2019, 5, 25, 'SAT')",Marta Lindstrom,LOCATION_ORIGIN,STATE_DISTRICT_REGION_O_0,16.0,24.0,Alberta 
EN2582991,"(2019, 5, 11, 'SAT')",Marta Lindstrom,TYPE,SUMMARY,,,
EN2582991,"(2019, 5, 11, 'SAT')",Marta Lindstrom,FACT,REFUGEE,496.0,607.0,More than one thousand refugees from more than ten countries have gathered in Nepal making her a refugee center
EN2582991,"(2019, 5, 11, 'SAT')",Marta Lindstrom,CAUSE,DISASTER,764.0,772.0,conflict
EN2582991,"(2019, 5, 11, 'SAT')",Marta Lindstrom,QUANTITY,PERSON,496.0,527.0,More than one thousand refugees
EN2582991,"(2019, 5, 11, 'SAT')",Marta Lindstrom,LOCATION_ORIGIN,COUNTRY_O_0,543.0,556.0,ten countries
EN2622319,"(2019, 6, 7, 'FRI')",Marta Lindstrom,TYPE,BOTH,,,
EN2520834,"(2019, 4, 1, 'MON')",Clementine Andre,TYPE,BOTH,,,
EN2520834,"(2019, 4, 1, 'MON')",Clementine Andre,FACT,EVACUATED,1457.0,1509.0,"order evacuation of 188,000 people in three counties"
EN2520834,"(2019, 4, 1, 'MON')",Clementine Andre,CAUSE,DISASTER,1428.0,1431.0,dam
EN2520834,"(2019, 4, 1, 'MON')",Clementine Andre,CAUSE,DISASTER,719.0,727.0,flooding
EN2520834,"(2019, 4, 1, 'MON')",Clementine Andre,CAUSE,DISASTER,326.0,334.0,flooding
EN2520834,"(2019, 4, 1, 'MON')",Clementine Andre,CAUSE,DISASTER,227.0,233.0,floods
EN2520834,"(2019, 4, 1, 'MON')",Clementine Andre,CAUSE,DISASTER,454.0,463.0, rainfall
EN2520834,"(2019, 4, 1, 'MON')",Clementine Andre,QUANTITY,PERSON,1476.0,1491.0," 188,000 people"
EN2520834,"(2019, 4, 1, 'MON')",Clementine Andre,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,927.0,937.0,Sacramento
EN2520834,"(2019, 4, 1, 'MON')",Clementine Andre,LOCATION_ORIGIN,COUNTRY_O_0,971.0,973.0,US
EN2520834,"(2019, 4, 1, 'MON')",Clementine Andre,LOCATION_ORIGIN,STATE_DISTRICT_REGION_O_0,1117.0,1127.0,California
EN2520834,"(2019, 4, 1, 'MON')",Marta Lindstrom,TYPE,SUMMARY,,,
EN2520834,"(2019, 4, 1, 'MON')",Marta Lindstrom,FACT,EVACUATED,1368.0,1510.0,"before long Lake Oroville began flowing over the top of the dam itself. The state had to order evacuation of 188,000 people in three counties."
EN2520834,"(2019, 4, 1, 'MON')",Marta Lindstrom,CAUSE,DISASTER,1428.0,1431.0,dam
EN2520834,"(2019, 4, 1, 'MON')",Marta Lindstrom,CAUSE,DISASTER,1400.0,1407.0,flowing
EN2520834,"(2019, 4, 1, 'MON')",Marta Lindstrom,QUANTITY,PERSON,1477.0,1491.0,"188,000 people"
EN2520834,"(2019, 4, 1, 'MON')",Marta Lindstrom,LOCATION_ORIGIN,POINT_LOCATION_O_0,884.0,896.0,Oroville Dam
